Date,Store,Store_Type,Product,Category,Price,Cost_Price,Discount,Holiday,Weekend,Day_of_Week,Month,Season,Temperature,Rainfall_mm,Promotion,Competitor_Price,Inventory,Previous_Week_Sales,Previous_Month_Sales,Demand,Units_Sold,Revenue,Profit,Stockout
2024-07-06,Suburban Branch,Suburban,Rice 5kg,Groceries,445.08,346.37,0.0,No,Yes,Saturday,7,Monsoon,26.9,108.2,None,455.23,131,131,544,121,121,53854.68,11943.91,No
2026-01-15,Downtown Store,Urban,Tablet,Electronics,18867.0,14668.41,3.0,No,No,Thursday,1,Winter,26.7,0,None,18873.29,41,18,53,18,18,339606.0,75574.62,No
2025-03-22,Railway Kiosk,Transit,Mineral Water 1L,Beverages,20.74,12.11,0.0,No,Yes,Saturday,3,Summer,37.3,15.2,None,19.48,132,174,699,162,132,2737.68,1139.16,Yes
2025-03-24,Railway Kiosk,Transit,Cooking Oil 1L,Groceries,158.98,148.87,10.0,No,No,Monday,3,Summer,35.7,0,None,168.1,84,58,249,61,61,9697.78,616.71,No
2025-08-02,University Outlet,Campus,Smartphone,Electronics,23955.17,19983.44,5.0,No,Yes,Saturday,8,Monsoon,35.7,215.7,Low,25920.07,27,29,107,22,22,527013.74,87378.06,No
2025-08-03,Riverside Branch,Suburban,Keyboard,Electronics,1427.88,810.37,8.0,No,Yes,Sunday,8,Monsoon,32.6,48.6,None,1543.4,39,28,131,32,32,45692.16,19760.32,No
2025-10-03,Tech Park Store,Business,Electric Kettle,Home & Kitchen,1504.14,942.1,0.0,No,No,Friday,10,Post-Monsoon,28.7,82.6,None,1501.52,43,18,95,21,21,31586.94,11802.84,No
2025-12-28,Tech Park Store,Business,Vitamins,Health & Personal Care,438.7,290.22,5.0,No,Yes,Sunday,12,Winter,22.3,15.4,Low,501.87,59,54,166,53,53,23251.1,7869.44,No
2026-03-13,Grand Bazaar,Market,Cold Coffee,Beverages,73.69,51.59,10.0,No,No,Friday,3,Summer,41.3,3.2,None,84.59,169,166,822,188,169,12453.61,3734.9,Yes
2024-04-22,Airport Kiosk,Transit,LED Bulb,Home & Kitchen,165.57,95.36,5.0,No,No,Monday,4,Summer,32.2,45.7,Low,192.89,107,73,230,68,68,11258.76,4774.28,No
2025-09-28,City Center,Urban,LED Bulb,Home & Kitchen,182.73,98.89,5.0,No,Yes,Sunday,9,Monsoon,23.1,89.3,Low,191.09,56,92,304,85,56,10232.88,4695.04,Yes
2025-09-15,Suburban Branch,Suburban,Hand Sanitizer,Health & Personal Care,84.68,50.18,8.0,Yes,No,Monday,9,Monsoon,33.9,110.9,None,95.25,75,70,290,78,75,6351.0,2587.5,Yes
2025-04-10,Grand Bazaar,Market,Power Bank,Electronics,1647.02,976.53,5.0,No,No,Thursday,4,Summer,39.1,0,Low,1870.31,59,46,288,60,59,97174.18,39558.91,Yes
2025-08-21,Mall Outlet,Mall,Smartwatch,Electronics,7050.73,5597.37,22.0,No,No,Thursday,8,Monsoon,31.3,111.0,Medium,9384.15,59,29,166,33,33,232674.09,47960.88,No
2025-08-01,Downtown Store,Urban,Cold Coffee,Beverages,86.93,51.32,0.0,No,No,Friday,8,Monsoon,25.0,145.2,None,88.16,107,83,408,89,89,7736.77,3169.29,No
2024-04-12,Grand Bazaar,Market,LED Bulb,Home & Kitchen,174.51,95.18,0.0,No,No,Friday,4,Summer,41.8,1.1,None,164.08,50,56,286,63,50,8725.5,3966.5,Yes
2024-05-23,Tech Park Store,Business,Fruit Juice 1L,Beverages,115.3,86.24,8.0,No,No,Thursday,5,Summer,37.0,0,Low,126.56,172,134,458,125,125,14412.5,3632.5,No
2024-12-04,Airport Kiosk,Transit,Water Bottle,Home & Kitchen,363.83,207.61,15.0,No,No,Wednesday,12,Winter,24.5,0,Medium,473.68,44,44,182,45,44,16008.52,6873.68,Yes
2025-02-01,Mall Outlet,Mall,Toothpaste,Health & Personal Care,88.78,74.99,30.0,No,Yes,Saturday,2,Winter,22.9,14.9,High,127.83,266,145,545,160,160,14204.8,2206.4,No
2025-10-31,East Market,Market,Soap Pack,Health & Personal Care,132.09,97.41,20.0,No,No,Friday,10,Post-Monsoon,29.7,154.6,Medium,153.56,163,81,359,94,94,12416.46,3259.92,No
2024-09-19,Airport Kiosk,Transit,Toothpaste,Health & Personal Care,123.66,72.13,3.0,No,No,Thursday,9,Monsoon,32.1,0,None,118.42,60,39,115,33,33,4080.78,1700.49,No
2024-10-28,North Hub,Suburban,Soap Pack,Health & Personal Care,149.02,95.83,10.0,No,No,Monday,10,Post-Monsoon,31.8,45.3,Low,161.28,94,63,269,62,62,9239.24,3297.78,No
2026-04-05,West Point,Urban,Milk 1L,Groceries,51.77,45.07,17.0,No,Yes,Sunday,4,Summer,35.2,10.7,Medium,60.69,221,240,988,256,221,11441.17,1480.7,Yes
2025-12-17,West Point,Urban,Shampoo,Health & Personal Care,325.51,241.48,12.0,No,No,Wednesday,12,Winter,21.1,38.3,Medium,349.84,112,65,235,63,63,20507.13,5293.89,No
2024-03-26,Airport Kiosk,Transit,Mixer Grinder,Home & Kitchen,3065.94,2233.57,5.0,No,No,Tuesday,3,Summer,36.5,8.9,Low,3201.35,38,10,44,16,16,49055.04,13317.92,No
2025-04-28,Riverside Branch,Suburban,Soft Drink 750ml,Beverages,33.68,32.07,27.0,No,No,Monday,4,Summer,36.5,24.3,High,44.35,468,326,1301,319,319,10743.92,513.59,No
2024-12-21,Railway Kiosk,Transit,Face Wash,Health & Personal Care,260.7,149.0,3.0,Yes,Yes,Saturday,12,Winter,25.5,25.4,None,289.0,68,29,110,30,30,7821.0,3351.0,No
2024-06-12,Suburban Branch,Suburban,LED Bulb,Home & Kitchen,178.34,94.42,8.0,No,No,Wednesday,6,Monsoon,34.2,182.7,None,201.71,125,59,284,64,64,11413.76,5370.88,No
2024-01-02,Central Hyper,Hypermarket,Formal Shirt,Clothing,955.73,597.33,25.0,No,No,Tuesday,1,Winter,24.8,11.0,High,1357.27,64,58,287,65,64,61166.72,22937.6,Yes
2026-01-12,Tech Park Store,Business,Tea 250g,Beverages,140.05,137.74,22.0,No,No,Monday,1,Winter,23.2,37.9,Medium,198.37,105,79,351,90,90,12604.5,207.9,No
2025-11-23,South Plaza,Mall,T-Shirt,Clothing,570.97,320.39,13.0,No,Yes,Sunday,11,Post-Monsoon,29.7,112.4,Low,637.48,94,67,295,66,66,37684.02,16538.28,No
2025-01-26,East Market,Market,Rice 5kg,Groceries,302.16,332.62,30.0,No,Yes,Sunday,1,Winter,27.8,10.2,High,447.01,403,272,975,246,246,74331.36,0,No
2026-03-26,Downtown Store,Urban,Protein Powder,Health & Personal Care,2218.65,1663.06,0.0,No,No,Thursday,3,Summer,34.6,6.8,None,2286.39,22,19,101,26,22,48810.3,12222.98,Yes
2024-05-14,North Hub,Suburban,Hand Sanitizer,Health & Personal Care,76.61,49.46,22.0,No,No,Tuesday,5,Summer,36.1,0,High,93.31,105,95,385,90,90,6894.9,2443.5,No
2024-12-02,Airport Kiosk,Transit,Shampoo,Health & Personal Care,383.5,238.98,5.0,No,No,Monday,12,Winter,28.1,16.9,None,394.58,66,48,163,47,47,18024.5,6792.44,No
2025-05-13,City Center,Urban,Keyboard,Electronics,1340.75,835.6,15.0,No,No,Tuesday,5,Summer,34.4,64.8,Medium,1591.48,87,58,207,52,52,69719.0,26267.8,No
2026-01-23,West Point,Urban,Tea 250g,Beverages,167.11,134.19,12.0,No,No,Friday,1,Winter,17.9,0,Medium,175.57,73,80,262,80,73,12199.03,2403.16,Yes
2024-02-04,South Plaza,Mall,Soap Pack,Health & Personal Care,165.11,94.63,0.0,No,Yes,Sunday,2,Winter,28.6,12.7,None,172.68,76,84,417,101,76,12548.36,5356.48,Yes
2025-02-15,East Market,Market,Cooking Oil 1L,Groceries,177.94,154.15,5.0,No,Yes,Saturday,2,Winter,26.0,3.8,Low,206.41,235,175,535,157,157,27936.58,3735.03,No
2025-09-13,Airport Kiosk,Transit,Hoodie,Clothing,1574.98,893.46,5.0,No,Yes,Saturday,9,Monsoon,32.2,90.8,None,1817.2,28,12,53,13,13,20474.74,8859.76,No
2024-12-18,South Plaza,Mall,Headphones,Electronics,2211.89,1620.62,22.0,No,No,Wednesday,12,Winter,17.5,20.2,High,3100.13,152,118,405,106,106,234460.34,62674.62,No
2025-01-20,Mall Outlet,Mall,Jacket,Clothing,2127.2,1642.76,22.0,No,No,Monday,1,Winter,24.9,0,High,2978.19,49,27,164,45,45,95724.0,21799.8,No
2024-06-17,East Market,Market,Hoodie,Clothing,1536.57,859.99,10.0,No,No,Monday,6,Monsoon,33.7,125.9,None,1881.67,47,26,146,26,26,39950.82,17591.08,No
2025-11-17,Suburban Branch,Suburban,Storage Box,Home & Kitchen,401.19,193.32,0.0,No,No,Monday,11,Post-Monsoon,31.7,89.5,None,413.78,45,24,139,26,26,10430.94,5404.62,No
2025-06-16,North Hub,Suburban,Laptop,Electronics,58630.87,53157.78,12.0,No,No,Monday,6,Monsoon,27.8,231.7,Medium,69416.09,5,8,61,4,4,234523.48,21892.36,No
2025-08-04,University Outlet,Campus,Shoes,Clothing,3226.11,1814.25,0.0,Yes,No,Monday,8,Monsoon,26.2,39.5,None,3310.23,44,14,61,18,18,58069.98,25413.48,No
2026-01-11,West Point,Urban,Cooking Oil 1L,Groceries,173.3,151.15,3.0,No,Yes,Sunday,1,Winter,25.6,0,None,172.95,83,110,452,102,83,14383.9,1838.45,Yes
2024-10-15,Railway Kiosk,Transit,Water Bottle,Home & Kitchen,445.41,214.09,3.0,No,No,Tuesday,10,Post-Monsoon,29.9,83.4,None,483.39,40,27,107,26,26,11580.66,6014.32,No
2025-05-24,East Market,Market,Coffee 200g,Beverages,311.95,266.37,8.0,No,Yes,Saturday,5,Summer,32.8,26.2,Low,319.71,94,55,301,75,75,23396.25,3418.5,No
2026-04-17,Tech Park Store,Business,Sugar 1kg,Groceries,47.06,44.47,13.0,No,No,Friday,4,Summer,34.4,25.3,Low,54.89,151,121,392,119,119,5600.14,308.21,No
2025-11-19,Central Hyper,Hypermarket,Face Wash,Health & Personal Care,276.08,153.58,0.0,Yes,No,Wednesday,11,Post-Monsoon,30.4,133.4,None,294.32,101,84,412,92,92,25399.36,11270.0,No
2025-03-19,Railway Kiosk,Transit,Cleaning Liquid,Home & Kitchen,151.47,82.29,3.0,No,No,Wednesday,3,Summer,32.7,0,None,173.96,76,48,185,50,50,7573.5,3459.0,No
2026-03-07,Airport Kiosk,Transit,Shampoo,Health & Personal Care,370.86,239.03,10.0,No,Yes,Saturday,3,Summer,32.2,37.4,None,392.97,68,53,201,49,49,18172.14,6459.67,No
2025-08-31,West Point,Urban,Rice 5kg,Groceries,392.0,333.27,5.0,No,Yes,Sunday,8,Monsoon,28.7,113.9,Low,408.98,253,140,682,147,147,57624.0,8633.31,No
2025-11-13,University Outlet,Campus,Shoes,Clothing,2252.41,1849.73,30.0,No,No,Thursday,11,Post-Monsoon,26.7,77.7,High,3143.01,49,38,135,38,38,85591.58,15301.84,No
2025-12-07,Central Hyper,Hypermarket,Power Bank,Electronics,1584.37,971.42,10.0,No,Yes,Sunday,12,Winter,23.0,0,None,1941.89,148,92,323,86,86,136255.82,52713.7,No
2024-05-06,Railway Kiosk,Transit,Laptop,Electronics,55333.3,51407.41,12.0,No,No,Monday,5,Summer,38.8,22.8,Medium,62127.44,5,7,60,8,5,276666.5,19629.45,Yes
2025-04-06,North Hub,Suburban,Buttermilk,Beverages,29.53,16.83,0.0,No,Yes,Sunday,4,Summer,43.1,5.0,None,27.79,283,172,742,187,187,5522.11,2374.9,No
2025-03-13,Mall Outlet,Mall,Tablet,Electronics,17503.97,14274.38,5.0,No,No,Thursday,3,Summer,42.9,0,None,17315.6,31,21,77,16,16,280063.52,51673.44,No
2024-08-29,Tech Park Store,Business,Shoes,Clothing,2954.73,1909.37,5.0,No,No,Thursday,8,Monsoon,30.5,63.7,Low,3331.37,50,26,94,20,20,59094.6,20907.2,No
2025-12-23,University Outlet,Campus,Jeans,Clothing,1416.41,787.21,0.0,No,No,Tuesday,12,Winter,22.1,0,None,1530.74,38,29,95,26,26,36826.66,16359.2,No
2025-03-11,Railway Kiosk,Transit,Soap Pack,Health & Personal Care,147.21,95.66,15.0,No,No,Tuesday,3,Summer,36.2,25.9,Low,181.79,72,97,279,84,72,10599.12,3711.6,Yes
2025-03-30,Mall Outlet,Mall,Coffee 200g,Beverages,379.51,275.44,0.0,No,Yes,Sunday,3,Summer,42.0,0,None,378.09,122,114,456,105,105,39848.55,10927.35,No
2025-11-02,Central Hyper,Hypermarket,Wheat Flour 5kg,Groceries,219.25,237.22,25.0,No,Yes,Sunday,11,Post-Monsoon,28.5,57.8,High,302.18,324,249,760,227,227,49769.75,0,No
2024-01-07,Tech Park Store,Business,Track Pants,Clothing,791.89,434.57,15.0,No,Yes,Sunday,1,Winter,26.5,27.4,Medium,1038.86,27,38,103,34,27,21381.03,9647.64,Yes
2025-05-26,Suburban Branch,Suburban,Bluetooth Speaker,Electronics,2864.16,1971.39,13.0,No,No,Monday,5,Summer,38.0,10.7,Low,3169.29,52,36,130,39,39,111702.24,34818.03,No
2024-09-19,South Plaza,Mall,Tea 250g,Beverages,178.99,136.53,0.0,No,No,Thursday,9,Monsoon,26.7,144.3,None,173.53,98,56,191,48,48,8591.52,2038.08,No
2025-02-27,City Center,Urban,Vitamins,Health & Personal Care,460.77,297.39,0.0,No,No,Thursday,2,Winter,21.9,31.2,None,483.77,52,46,181,49,49,22577.73,8005.62,No
2025-10-12,Grand Bazaar,Market,Cold Coffee,Beverages,84.24,53.19,0.0,No,Yes,Sunday,10,Post-Monsoon,30.2,97.0,None,85.78,111,96,393,88,88,7413.12,2732.4,No
2025-01-08,Mall Outlet,Mall,Eggs 12 Pack,Groceries,63.55,69.76,32.0,No,No,Wednesday,1,Winter,23.2,0,High,101.6,379,235,1025,245,245,15569.75,0,No
2024-08-13,Central Hyper,Hypermarket,Cleaning Liquid,Home & Kitchen,142.29,83.45,0.0,No,No,Tuesday,8,Monsoon,31.8,183.4,None,155.57,126,89,391,97,97,13802.13,5707.48,No
2024-01-19,North Hub,Suburban,Tablet,Electronics,17079.7,14760.65,5.0,No,No,Friday,1,Winter,24.5,30.5,Low,17633.21,32,12,21,13,13,222036.1,30147.65,No
2024-09-03,East Market,Market,Jacket,Clothing,2456.72,1577.27,15.0,No,No,Tuesday,9,Monsoon,29.3,39.8,Medium,3131.77,31,18,32,13,13,31937.36,11432.85,No
2024-08-05,Riverside Branch,Suburban,Cold Coffee,Beverages,88.54,53.86,3.0,No,No,Monday,8,Monsoon,33.8,142.0,None,89.63,92,72,379,80,80,7083.2,2774.4,No
2025-11-20,Railway Kiosk,Transit,LED Bulb,Home & Kitchen,185.89,97.25,0.0,No,No,Thursday,11,Post-Monsoon,26.8,34.7,None,189.71,68,28,130,29,29,5390.81,2570.56,No
2024-08-20,University Outlet,Campus,Bread,Groceries,43.98,30.55,3.0,No,No,Tuesday,8,Monsoon,30.6,115.1,None,42.16,83,91,314,94,83,3650.34,1114.69,Yes
2024-03-04,City Center,Urban,Formal Shirt,Clothing,1215.39,626.99,3.0,No,No,Monday,3,Summer,37.3,54.8,None,1381.27,55,16,120,24,24,29169.36,14121.6,No
2024-09-26,Railway Kiosk,Transit,Protein Powder,Health & Personal Care,2249.19,1646.6,0.0,No,No,Thursday,9,Monsoon,29.6,0,None,2136.82,31,7,37,8,8,17993.52,4820.72,No
2024-10-09,Railway Kiosk,Transit,Soft Drink 750ml,Beverages,41.89,31.94,10.0,No,No,Wednesday,10,Post-Monsoon,33.3,109.9,Low,48.97,107,120,454,114,107,4482.23,1064.65,Yes
2026-05-20,East Market,Market,Sugar 1kg,Groceries,51.24,44.22,3.0,No,No,Wednesday,5,Summer,39.6,2.4,None,51.76,93,112,382,100,93,4765.32,652.86,Yes
2025-09-17,Suburban Branch,Suburban,Track Pants,Clothing,757.95,435.75,13.0,No,No,Wednesday,9,Monsoon,29.0,134.1,Low,864.54,32,22,117,27,27,20464.65,8699.4,No
2025-05-01,Suburban Branch,Suburban,Power Bank,Electronics,1394.69,940.37,25.0,No,No,Thursday,5,Summer,39.4,0,High,1817.62,118,82,239,78,78,108785.82,35436.96,No
2025-10-27,North Hub,Suburban,Energy Drink,Beverages,103.28,72.94,5.0,No,No,Monday,10,Post-Monsoon,27.8,107.1,Low,114.21,79,71,248,67,67,6919.76,2032.78,No
2025-05-16,University Outlet,Campus,Instant Noodles,Groceries,19.05,12.47,0.0,No,No,Friday,5,Summer,38.5,17.1,None,20.89,174,140,502,155,155,2952.75,1019.9,No
2026-03-05,Airport Kiosk,Transit,Milk 1L,Groceries,43.31,47.54,22.0,No,No,Thursday,3,Summer,38.0,1.6,High,60.32,330,202,705,212,212,9181.72,0,No
2025-09-07,North Hub,Suburban,Face Wash,Health & Personal Care,273.02,153.03,3.0,No,Yes,Sunday,9,Monsoon,32.0,21.9,None,304.67,96,49,244,50,50,13651.0,5999.5,No
2025-10-18,Mall Outlet,Mall,Toothpaste,Health & Personal Care,99.15,75.0,22.0,No,Yes,Saturday,10,Post-Monsoon,25.9,214.2,High,140.36,131,108,559,127,127,12592.05,3067.05,No
2024-01-04,City Center,Urban,Vitamins,Health & Personal Care,398.11,301.62,22.0,No,No,Thursday,1,Winter,23.9,0,High,547.89,78,80,260,84,78,31052.58,7526.22,Yes
2024-10-21,University Outlet,Campus,Tea 250g,Beverages,158.65,133.95,15.0,No,No,Monday,10,Post-Monsoon,30.0,22.7,Medium,179.05,74,81,313,80,74,11740.1,1827.8,Yes
2026-03-29,University Outlet,Campus,Storage Box,Home & Kitchen,346.82,189.68,5.0,No,Yes,Sunday,3,Summer,35.6,0,None,336.75,49,39,166,45,45,15606.9,7071.3,No
2026-02-17,South Plaza,Mall,LED Bulb,Home & Kitchen,186.84,99.1,0.0,No,No,Tuesday,2,Winter,29.2,27.0,None,198.86,97,66,166,57,57,10649.88,5001.18,No
2025-11-20,Tech Park Store,Business,Shampoo,Health & Personal Care,385.65,234.52,5.0,No,No,Thursday,11,Post-Monsoon,27.2,61.8,None,435.2,68,55,173,53,53,20439.45,8009.89,No
2025-05-17,Central Hyper,Hypermarket,Cap,Clothing,358.8,151.96,0.0,No,Yes,Saturday,5,Summer,45,31.8,None,337.65,38,41,123,38,38,13634.4,7859.92,No
2024-03-31,South Plaza,Mall,Bluetooth Speaker,Electronics,3123.42,1933.9,8.0,No,Yes,Sunday,3,Summer,37.1,72.1,None,3757.53,48,52,179,52,48,149924.16,57096.96,Yes
2025-11-26,Central Hyper,Hypermarket,Water Bottle,Home & Kitchen,408.59,211.04,15.0,No,No,Wednesday,11,Post-Monsoon,31.1,91.8,Low,468.44,104,49,225,58,58,23698.22,11457.9,No
2024-03-17,Suburban Branch,Suburban,Mixer Grinder,Home & Kitchen,2966.06,2234.36,8.0,No,Yes,Sunday,3,Summer,37.4,96.7,Low,3009.86,38,9,67,16,16,47456.96,11707.2,No
2026-04-21,North Hub,Suburban,Power Bank,Electronics,1691.2,960.95,8.0,No,No,Tuesday,4,Summer,39.0,1.8,None,1862.46,63,40,211,43,43,72721.6,31400.75,No
2026-01-13,Airport Kiosk,Transit,Hoodie,Clothing,1598.35,875.42,8.0,Yes,No,Tuesday,1,Winter,25.8,17.5,None,1786.01,17,22,70,17,17,27171.95,12289.81,No
2024-08-21,West Point,Urban,Buttermilk,Beverages,24.67,17.07,10.0,No,No,Wednesday,8,Monsoon,27.8,121.6,Low,30.53,258,178,608,165,165,4070.55,1254.0,No
2026-04-05,South Plaza,Mall,Mixer Grinder,Home & Kitchen,3348.63,2244.97,0.0,No,Yes,Sunday,4,Summer,36.2,11.1,None,3526.5,7,15,60,19,7,23440.41,7725.62,Yes
2026-06-06,West Point,Urban,Cleaning Liquid,Home & Kitchen,150.93,83.79,3.0,No,Yes,Saturday,6,Monsoon,28.7,0,None,168.97,92,71,393,81,81,12225.33,5438.34,No
2025-12-27,South Plaza,Mall,Bluetooth Speaker,Electronics,2769.39,1843.72,13.0,No,Yes,Saturday,12,Winter,29.8,1.1,Low,3385.17,63,44,235,54,54,149547.06,49986.18,No
2024-12-15,University Outlet,Campus,Soap Pack,Health & Personal Care,108.83,95.37,32.0,No,Yes,Sunday,12,Winter,25.5,0,High,156.82,160,161,632,161,160,17412.8,2153.6,Yes
2024-02-03,Tech Park Store,Business,Smartwatch,Electronics,7990.4,5922.32,5.0,No,Yes,Saturday,2,Winter,20.9,2.6,Low,9361.02,43,26,160,30,30,239712.0,62042.4,No
2024-10-02,Riverside Branch,Suburban,Keyboard,Electronics,1704.03,845.65,0.0,No,No,Wednesday,10,Post-Monsoon,28.5,36.8,None,1845.38,68,41,151,40,40,68161.2,34335.2,No
2026-04-24,Central Hyper,Hypermarket,Protein Powder,Health & Personal Care,2052.01,1687.22,8.0,No,No,Friday,4,Summer,38.6,46.5,None,2118.29,17,16,39,20,17,34884.17,6201.43,Yes
2024-09-10,City Center,Urban,Smartwatch,Electronics,7180.59,5691.34,15.0,No,No,Tuesday,9,Monsoon,31.1,200.3,Medium,9078.67,85,57,211,50,50,359029.5,74462.5,No
2024-03-03,Tech Park Store,Business,Fruit Juice 1L,Beverages,110.96,86.03,10.0,No,Yes,Sunday,3,Summer,44.7,10.8,None,122.9,154,183,582,171,154,17087.84,3839.22,Yes
2025-06-06,Railway Kiosk,Transit,Shampoo,Health & Personal Care,371.53,229.75,5.0,No,No,Friday,6,Monsoon,30.5,156.1,Low,412.95,86,60,255,62,62,23034.86,8790.36,No
2025-02-12,West Point,Urban,Soap Pack,Health & Personal Care,151.93,93.02,8.0,No,No,Wednesday,2,Winter,21.7,0,None,173.11,143,105,397,92,92,13977.56,5419.72,No
2024-09-16,Railway Kiosk,Transit,Face Wash,Health & Personal Care,217.14,153.98,20.0,No,No,Monday,9,Monsoon,28.6,0,Medium,266.07,56,47,198,45,45,9771.3,2842.2,No
2024-11-08,Tech Park Store,Business,Energy Drink,Beverages,103.89,72.37,5.0,No,No,Friday,11,Post-Monsoon,29.8,2.7,Low,120.42,178,98,315,100,100,10389.0,3152.0,No
2024-02-25,Central Hyper,Hypermarket,Wheat Flour 5kg,Groceries,274.53,223.28,0.0,No,Yes,Sunday,2,Winter,24.0,0,None,271.5,184,116,496,128,128,35139.84,6560.0,No
2024-10-03,Railway Kiosk,Transit,Face Wash,Health & Personal Care,265.05,153.22,5.0,No,No,Thursday,10,Post-Monsoon,33.6,88.0,None,262.41,37,32,106,32,32,8481.6,3578.56,No
2026-03-02,North Hub,Suburban,Power Bank,Electronics,1765.47,952.11,5.0,No,No,Monday,3,Summer,39.1,12.0,None,1934.08,43,30,144,35,35,61791.45,28467.6,No
2026-03-09,Railway Kiosk,Transit,Jacket,Clothing,2904.12,1600.9,0.0,No,No,Monday,3,Summer,34.2,18.5,None,2979.81,21,6,52,8,8,23232.96,10425.76,No
2025-06-15,Downtown Store,Urban,Cooking Oil 1L,Groceries,153.33,149.18,22.0,No,Yes,Sunday,6,Monsoon,29.9,70.9,High,181.01,175,236,775,220,175,26832.75,726.25,Yes
2025-06-09,Riverside Branch,Suburban,LED Bulb,Home & Kitchen,183.78,98.56,5.0,No,No,Monday,6,Monsoon,28.2,49.0,Low,184.51,55,52,202,60,55,10107.9,4687.1,Yes
2025-12-05,Railway Kiosk,Transit,Jeans,Clothing,1393.77,773.91,3.0,No,No,Friday,12,Winter,21.3,0,None,1354.6,45,34,115,29,29,40419.33,17975.94,No
2025-08-25,City Center,Urban,Water Bottle,Home & Kitchen,427.13,213.16,10.0,No,No,Monday,8,Monsoon,28.2,169.8,None,513.67,78,55,289,63,63,26909.19,13480.11,No
2024-03-18,Mall Outlet,Mall,T-Shirt,Clothing,580.55,323.92,8.0,No,No,Monday,3,Summer,42.4,5.4,Low,636.81,50,38,176,44,44,25544.2,11291.72,No
2025-12-10,Airport Kiosk,Transit,Cooking Oil 1L,Groceries,169.21,153.21,5.0,No,No,Wednesday,12,Winter,25.0,7.9,None,195.62,86,67,335,90,86,14552.06,1376.0,Yes
2024-04-03,Central Hyper,Hypermarket,Electric Kettle,Home & Kitchen,1025.57,925.8,27.0,No,No,Wednesday,4,Summer,36.4,44.4,High,1461.39,83,50,222,51,51,52304.07,5088.27,No
2026-03-14,Riverside Branch,Suburban,Electric Kettle,Home & Kitchen,1428.97,925.73,0.0,No,Yes,Saturday,3,Summer,39.6,22.1,None,1539.46,17,22,98,22,17,24292.49,8555.08,Yes
2025-01-12,Mall Outlet,Mall,Wheat Flour 5kg,Groceries,290.92,227.0,0.0,No,Yes,Sunday,1,Winter,25.0,0,None,324.29,194,135,404,127,127,36946.84,8117.84,No
2024-10-02,West Point,Urban,Energy Drink,Beverages,85.66,73.73,22.0,No,No,Wednesday,10,Post-Monsoon,28.9,20.2,Medium,113.35,133,120,571,124,124,10621.84,1479.32,No
2025-08-04,East Market,Market,Mineral Water 1L,Beverages,22.41,11.75,0.0,Yes,No,Monday,8,Monsoon,31.5,99.2,None,20.72,282,171,693,168,168,3764.88,1790.88,No
2024-07-16,West Point,Urban,Storage Box,Home & Kitchen,388.55,196.33,0.0,No,No,Tuesday,7,Monsoon,28.0,18.9,None,411.49,14,24,98,22,14,5439.7,2691.08,Yes
2025-11-09,City Center,Urban,Storage Box,Home & Kitchen,376.18,195.83,3.0,No,Yes,Sunday,11,Post-Monsoon,31.1,118.7,None,398.52,87,48,197,49,49,18432.82,8837.15,No
2026-04-28,Mall Outlet,Mall,Buttermilk,Beverages,26.74,17.21,0.0,No,No,Tuesday,4,Summer,36.4,14.6,None,26.27,211,204,841,197,197,5267.78,1877.41,No
2024-08-30,North Hub,Suburban,Sugar 1kg,Groceries,55.19,41.74,0.0,No,No,Friday,8,Monsoon,30.1,46.4,None,57.84,87,60,223,62,62,3421.78,833.9,No
2024-02-05,Tech Park Store,Business,Hand Sanitizer,Health & Personal Care,87.72,50.34,8.0,No,No,Monday,2,Winter,31.5,0,Low,88.41,91,52,269,60,60,5263.2,2242.8,No
2025-09-23,Grand Bazaar,Market,Storage Box,Home & Kitchen,352.97,186.43,5.0,No,No,Tuesday,9,Monsoon,23.5,56.4,Low,413.54,56,38,200,42,42,14824.74,6994.68,No
2024-10-24,University Outlet,Campus,Bread,Groceries,42.48,31.07,10.0,No,No,Thursday,10,Post-Monsoon,29.3,0,None,52.69,209,113,403,124,124,5267.52,1414.84,No
2026-06-29,Suburban Branch,Suburban,Power Bank,Electronics,1189.82,978.21,30.0,No,No,Monday,6,Monsoon,30.8,65.6,High,1830.71,73,78,266,78,73,86856.86,15447.53,Yes
2025-01-31,Riverside Branch,Suburban,Milk 1L,Groceries,56.42,44.96,0.0,No,No,Friday,1,Winter,24.9,22.5,None,60.88,190,141,541,149,149,8406.58,1707.54,No
2025-08-31,Tech Park Store,Business,Water Bottle,Home & Kitchen,330.62,204.51,30.0,No,Yes,Sunday,8,Monsoon,30.7,99.7,High,520.06,99,78,367,81,81,26780.22,10214.91,No
2026-01-12,Riverside Branch,Suburban,Hand Sanitizer,Health & Personal Care,88.83,48.62,5.0,No,No,Monday,1,Winter,17.1,28.4,None,90.41,62,39,143,38,38,3375.54,1527.98,No
2024-03-04,Tech Park Store,Business,T-Shirt,Clothing,608.88,326.22,3.0,No,No,Monday,3,Summer,36.5,27.2,None,602.35,37,21,98,16,16,9742.08,4522.56,No
2025-09-23,University Outlet,Campus,Jeans,Clothing,1084.33,779.65,22.0,No,No,Tuesday,9,Monsoon,29.3,130.7,Medium,1290.05,25,23,97,23,23,24939.59,7007.64,No
2024-07-07,Tech Park Store,Business,Storage Box,Home & Kitchen,374.29,186.62,0.0,No,Yes,Sunday,7,Monsoon,31.0,20.1,None,361.56,35,32,109,25,25,9357.25,4691.75,No
